id,country,year,month,date,monthly_rainfall_mm,average_monthly_rainfall
23,Nigeria,1991,Nov,1991-11-01,6.53,106.14
24,Nigeria,1991,Dec,1991-12-01,3.06,105.06
25,Nigeria,1992,Jan,1992-01-01,0.3,105.03
26,Nigeria,1992,Feb,1992-02-01,1.32,104.11
27,Nigeria,1992,Mar,1992-03-01,30.43,103.14
28,Nigeria,1992,Apr,1992-04-01,68.79,100.40
29,Nigeria,1992,May,1992-05-01,138.29,95.49
30,Nigeria,1992,Jun,1992-06-01,138.96,93.90
31,Nigeria,1992,Jul,1992-07-01,220.84,92.83
32,Nigeria,1992,Aug,1992-08-01,201.5,87.64
33,Nigeria,1992,Sep,1992-09-01,222.21,94.31
34,Nigeria,1992,Oct,1992-10-01,72.53,92.06
35,Nigeria,1992,Nov,1992-11-01,19.53,93.15
36,Nigeria,1992,Dec,1992-12-01,1.55,93.02
37,Nigeria,1993,Jan,1993-01-01,1.22,93.10
38,Nigeria,1993,Feb,1993-02-01,7.32,93.60
39,Nigeria,1993,Mar,1993-03-01,40.2,94.41
40,Nigeria,1993,Apr,1993-04-01,53.2,93.11
41,Nigeria,1993,May,1993-05-01,115.55,91.22
42,Nigeria,1993,Jun,1993-06-01,153.33,92.42
43,Nigeria,1993,Jul,1993-07-01,207.77,91.33
44,Nigeria,1993,Aug,1993-08-01,232.98,93.95
45,Nigeria,1993,Sep,1993-09-01,187,91.02
46,Nigeria,1993,Oct,1993-10-01,63.18,90.24
47,Nigeria,1993,Nov,1993-11-01,22.48,90.48
48,Nigeria,1993,Dec,1993-12-01,6.25,90.87
49,Nigeria,1994,Jan,1994-01-01,10.35,91.63
50,Nigeria,1994,Feb,1994-02-01,3.57,91.32
51,Nigeria,1994,Mar,1994-03-01,20.47,89.68
52,Nigeria,1994,Apr,1994-04-01,80.4,91.94
53,Nigeria,1994,May,1994-05-01,110.81,91.55
54,Nigeria,1994,Jun,1994-06-01,150.25,91.29
55,Nigeria,1994,Jul,1994-07-01,195.99,90.31
56,Nigeria,1994,Aug,1994-08-01,272.64,93.62
57,Nigeria,1994,Sep,1994-09-01,242.8,98.27
58,Nigeria,1994,Oct,1994-10-01,134.21,104.19
59,Nigeria,1994,Nov,1994-11-01,11.1,103.24
60,Nigeria,1994,Dec,1994-12-01,1.4,102.83
61,Nigeria,1995,Jan,1995-01-01,1.89,102.13
62,Nigeria,1995,Feb,1995-02-01,7.04,102.42
63,Nigeria,1995,Mar,1995-03-01,41.69,104.19
64,Nigeria,1995,Apr,1995-04-01,75.59,103.78
65,Nigeria,1995,May,1995-05-01,115.37,104.16
66,Nigeria,1995,Jun,1995-06-01,163,105.23
67,Nigeria,1995,Jul,1995-07-01,217.31,107.00
68,Nigeria,1995,Aug,1995-08-01,256.34,105.65
69,Nigeria,1995,Sep,1995-09-01,182.3,100.60
70,Nigeria,1995,Oct,1995-10-01,111.18,98.68
71,Nigeria,1995,Nov,1995-11-01,20.34,99.45
72,Nigeria,1995,Dec,1995-12-01,3.65,99.64
73,Nigeria,1996,Jan,1996-01-01,1.93,99.65
74,Nigeria,1996,Feb,1996-02-01,15,100.31
75,Nigeria,1996,Mar,1996-03-01,36.19,99.85
76,Nigeria,1996,Apr,1996-04-01,84.04,100.55
77,Nigeria,1996,May,1996-05-01,138.87,102.51
78,Nigeria,1996,Jun,1996-06-01,174.86,103.50
79,Nigeria,1996,Jul,1996-07-01,206.79,102.62
80,Nigeria,1996,Aug,1996-08-01,246.29,101.79
81,Nigeria,1996,Sep,1996-09-01,230.85,105.83
82,Nigeria,1996,Oct,1996-10-01,107.13,105.50
83,Nigeria,1996,Nov,1996-11-01,6.19,104.32
84,Nigeria,1996,Dec,1996-12-01,1.65,104.15
85,Nigeria,1997,Jan,1997-01-01,3.88,104.31
86,Nigeria,1997,Feb,1997-02-01,0.47,103.10
87,Nigeria,1997,Mar,1997-03-01,38.58,103.30
88,Nigeria,1997,Apr,1997-04-01,103.07,104.89
89,Nigeria,1997,May,1997-05-01,140.77,105.04
90,Nigeria,1997,Jun,1997-06-01,191.63,106.44
91,Nigeria,1997,Jul,1997-07-01,179.18,104.14
92,Nigeria,1997,Aug,1997-08-01,193.97,99.78
93,Nigeria,1997,Sep,1997-09-01,212.99,98.29
94,Nigeria,1997,Oct,1997-10-01,140.19,101.05
95,Nigeria,1997,Nov,1997-11-01,25.64,102.67
96,Nigeria,1997,Dec,1997-12-01,7.05,103.12
97,Nigeria,1998,Jan,1998-01-01,4.33,103.16
98,Nigeria,1998,Feb,1998-02-01,7.29,103.72
99,Nigeria,1998,Mar,1998-03-01,26.01,102.68
100,Nigeria,1998,Apr,1998-04-01,70.71,99.98
101,Nigeria,1998,May,1998-05-01,130.11,99.09
102,Nigeria,1998,Jun,1998-06-01,161.91,96.62
103,Nigeria,1998,Jul,1998-07-01,194.14,97.86
104,Nigeria,1998,Aug,1998-08-01,222.49,100.24
105,Nigeria,1998,Sep,1998-09-01,222.38,101.02
106,Nigeria,1998,Oct,1998-10-01,109.93,98.50
107,Nigeria,1998,Nov,1998-11-01,14.31,97.56
108,Nigeria,1998,Dec,1998-12-01,3.39,97.25
109,Nigeria,1999,Jan,1999-01-01,5.65,97.36
110,Nigeria,1999,Feb,1999-02-01,11.83,97.74
111,Nigeria,1999,Mar,1999-03-01,21.04,97.32
112,Nigeria,1999,Apr,1999-04-01,58.15,96.28
113,Nigeria,1999,May,1999-05-01,102.89,94.01
114,Nigeria,1999,Jun,1999-06-01,134.34,91.71
115,Nigeria,1999,Jul,1999-07-01,238.91,95.44
116,Nigeria,1999,Aug,1999-08-01,251.98,97.90
117,Nigeria,1999,Sep,1999-09-01,243.11,99.63
118,Nigeria,1999,Oct,1999-10-01,178.54,105.35
119,Nigeria,1999,Nov,1999-11-01,15.51,105.45
120,Nigeria,1999,Dec,1999-12-01,1.28,105.27
121,Nigeria,2000,Jan,2000-01-01,1.21,104.90
122,Nigeria,2000,Feb,2000-02-01,0.83,103.98
123,Nigeria,2000,Mar,2000-03-01,17.12,103.66
124,Nigeria,2000,Apr,2000-04-01,47.51,102.77
125,Nigeria,2000,May,2000-05-01,117.82,104.01
126,Nigeria,2000,Jun,2000-06-01,165.68,106.63
127,Nigeria,2000,Jul,2000-07-01,225.08,105.47
128,Nigeria,2000,Aug,2000-08-01,234.34,104.00
129,Nigeria,2000,Sep,2000-09-01,212.78,101.48
130,Nigeria,2000,Oct,2000-10-01,116.35,96.29
131,Nigeria,2000,Nov,2000-11-01,5.99,95.50
132,Nigeria,2000,Dec,2000-12-01,1.49,95.52
133,Nigeria,2001,Jan,2001-01-01,2.76,95.65
134,Nigeria,2001,Feb,2001-02-01,7.85,96.23
135,Nigeria,2001,Mar,2001-03-01,26.64,97.02
136,Nigeria,2001,Apr,2001-04-01,70.13,98.91
137,Nigeria,2001,May,2001-05-01,124.34,99.45
138,Nigeria,2001,Jun,2001-06-01,160.46,99.02
139,Nigeria,2001,Jul,2001-07-01,210.3,97.79
140,Nigeria,2001,Aug,2001-08-01,231.32,97.53
141,Nigeria,2001,Sep,2001-09-01,215.96,97.80
142,Nigeria,2001,Oct,2001-10-01,85.6,95.24
143,Nigeria,2001,Nov,2001-11-01,13.12,95.83
144,Nigeria,2001,Dec,2001-12-01,3.77,96.02
145,Nigeria,2002,Jan,2002-01-01,4.89,96.20
146,Nigeria,2002,Feb,2002-02-01,7.46,96.17
147,Nigeria,2002,Mar,2002-03-01,30.89,96.52
148,Nigeria,2002,Apr,2002-04-01,62.57,95.89
149,Nigeria,2002,May,2002-05-01,103.67,94.17
150,Nigeria,2002,Jun,2002-06-01,146.03,92.97
151,Nigeria,2002,Jul,2002-07-01,211.79,93.09
152,Nigeria,2002,Aug,2002-08-01,214.84,91.72
153,Nigeria,2002,Sep,2002-09-01,215.77,91.70
154,Nigeria,2002,Oct,2002-10-01,126.67,95.12
155,Nigeria,2002,Nov,2002-11-01,13.94,95.19
156,Nigeria,2002,Dec,2002-12-01,3.56,95.17
157,Nigeria,2003,Jan,2003-01-01,9.14,95.53
158,Nigeria,2003,Feb,2003-02-01,9.96,95.74
159,Nigeria,2003,Mar,2003-03-01,28.39,95.53
160,Nigeria,2003,Apr,2003-04-01,80.57,97.03
161,Nigeria,2003,May,2003-05-01,124.48,98.76
162,Nigeria,2003,Jun,2003-06-01,188.71,102.32
163,Nigeria,2003,Jul,2003-07-01,226.55,103.55
164,Nigeria,2003,Aug,2003-08-01,257.89,107.14
165,Nigeria,2003,Sep,2003-09-01,228.1,108.16
166,Nigeria,2003,Oct,2003-10-01,101.61,106.08
167,Nigeria,2003,Nov,2003-11-01,18.43,106.45
168,Nigeria,2003,Dec,2003-12-01,3.22,106.42
169,Nigeria,2004,Jan,2004-01-01,5.8,106.14
170,Nigeria,2004,Feb,2004-02-01,8.07,105.99
171,Nigeria,2004,Mar,2004-03-01,26.14,105.80
172,Nigeria,2004,Apr,2004-04-01,66.16,104.60
173,Nigeria,2004,May,2004-05-01,144.69,106.28
174,Nigeria,2004,Jun,2004-06-01,149.19,102.99
175,Nigeria,2004,Jul,2004-07-01,206.46,101.31
176,Nigeria,2004,Aug,2004-08-01,226.57,98.70
177,Nigeria,2004,Sep,2004-09-01,199.32,96.31
178,Nigeria,2004,Oct,2004-10-01,91.84,95.49
179,Nigeria,2004,Nov,2004-11-01,18.51,95.50
180,Nigeria,2004,Dec,2004-12-01,4.93,95.64
181,Nigeria,2005,Jan,2005-01-01,2.91,95.40
182,Nigeria,2005,Feb,2005-02-01,10.49,95.60
183,Nigeria,2005,Mar,2005-03-01,35.43,96.38
184,Nigeria,2005,Apr,2005-04-01,61.58,95.99
185,Nigeria,2005,May,2005-05-01,122.94,94.18
186,Nigeria,2005,Jun,2005-06-01,200.2,98.43
187,Nigeria,2005,Jul,2005-07-01,202.22,98.08
188,Nigeria,2005,Aug,2005-08-01,220.68,97.59
189,Nigeria,2005,Sep,2005-09-01,216.02,98.98
190,Nigeria,2005,Oct,2005-10-01,96.91,99.40
191,Nigeria,2005,Nov,2005-11-01,14.28,99.05
192,Nigeria,2005,Dec,2005-12-01,3.69,98.95
193,Nigeria,2006,Jan,2006-01-01,5.21,99.14
194,Nigeria,2006,Feb,2006-02-01,9.39,99.05
195,Nigeria,2006,Mar,2006-03-01,30.13,98.60
196,Nigeria,2006,Apr,2006-04-01,53.36,97.92
197,Nigeria,2006,May,2006-05-01,115.1,97.27
198,Nigeria,2006,Jun,2006-06-01,148.14,92.93
199,Nigeria,2006,Jul,2006-07-01,192.52,92.12
200,Nigeria,2006,Aug,2006-08-01,251.22,94.66
201,Nigeria,2006,Sep,2006-09-01,250.37,97.53
202,Nigeria,2006,Oct,2006-10-01,106.48,98.32
203,Nigeria,2006,Nov,2006-11-01,16.37,98.50
204,Nigeria,2006,Dec,2006-12-01,3.53,98.49
205,Nigeria,2007,Jan,2007-01-01,3.21,98.32
206,Nigeria,2007,Feb,2007-02-01,9.08,98.29
207,Nigeria,2007,Mar,2007-03-01,25.02,97.87
208,Nigeria,2007,Apr,2007-04-01,66.11,98.93
209,Nigeria,2007,May,2007-05-01,123.01,99.59
210,Nigeria,2007,Jun,2007-06-01,161.27,100.68
211,Nigeria,2007,Jul,2007-07-01,221.72,103.12
212,Nigeria,2007,Aug,2007-08-01,246.58,102.73
213,Nigeria,2007,Sep,2007-09-01,219.47,100.15
214,Nigeria,2007,Oct,2007-10-01,91.1,98.87
215,Nigeria,2007,Nov,2007-11-01,16.24,98.86
216,Nigeria,2007,Dec,2007-12-01,4,98.90
217,Nigeria,2008,Jan,2008-01-01,2.99,98.88
218,Nigeria,2008,Feb,2008-02-01,7.28,98.73
219,Nigeria,2008,Mar,2008-03-01,22.56,98.53
220,Nigeria,2008,Apr,2008-04-01,53.28,97.46
221,Nigeria,2008,May,2008-05-01,122.48,97.41
222,Nigeria,2008,Jun,2008-06-01,163.66,97.61
223,Nigeria,2008,Jul,2008-07-01,262.1,100.98
224,Nigeria,2008,Aug,2008-08-01,233.93,99.92
225,Nigeria,2008,Sep,2008-09-01,211.87,99.29
226,Nigeria,2008,Oct,2008-10-01,103.97,100.36
227,Nigeria,2008,Nov,2008-11-01,13.36,100.12
228,Nigeria,2008,Dec,2008-12-01,7.23,100.39
229,Nigeria,2009,Jan,2009-01-01,3.95,100.47
230,Nigeria,2009,Feb,2009-02-01,9.48,100.66
231,Nigeria,2009,Mar,2009-03-01,29.21,101.21
232,Nigeria,2009,Apr,2009-04-01,66.17,102.28
233,Nigeria,2009,May,2009-05-01,127.04,102.66
234,Nigeria,2009,Jun,2009-06-01,161.41,102.48
235,Nigeria,2009,Jul,2009-07-01,202.4,97.50
236,Nigeria,2009,Aug,2009-08-01,243.88,98.33
237,Nigeria,2009,Sep,2009-09-01,191.14,96.60
238,Nigeria,2009,Oct,2009-10-01,116.52,97.65
239,Nigeria,2009,Nov,2009-11-01,16.15,97.88
240,Nigeria,2009,Dec,2009-12-01,3.35,97.56
241,Nigeria,2010,Jan,2010-01-01,3.31,97.51
242,Nigeria,2010,Feb,2010-02-01,9.04,97.47
243,Nigeria,2010,Mar,2010-03-01,26.3,97.23
244,Nigeria,2010,Apr,2010-04-01,66.62,97.26
245,Nigeria,2010,May,2010-05-01,110.46,95.88
246,Nigeria,2010,Jun,2010-06-01,178.73,97.33
247,Nigeria,2010,Jul,2010-07-01,224,99.13
248,Nigeria,2010,Aug,2010-08-01,228.57,97.85
249,Nigeria,2010,Sep,2010-09-01,232.67,101.31
250,Nigeria,2010,Oct,2010-10-01,130.85,102.50
251,Nigeria,2010,Nov,2010-11-01,26.45,103.36
252,Nigeria,2010,Dec,2010-12-01,4.19,103.43
253,Nigeria,2011,Jan,2011-01-01,2.82,103.39
254,Nigeria,2011,Feb,2011-02-01,15.05,103.89
255,Nigeria,2011,Mar,2011-03-01,19.73,103.35
256,Nigeria,2011,Apr,2011-04-01,48.44,101.83
257,Nigeria,2011,May,2011-05-01,110.26,101.81
258,Nigeria,2011,Jun,2011-06-01,128.23,97.61
259,Nigeria,2011,Jul,2011-07-01,169.21,93.04
260,Nigeria,2011,Aug,2011-08-01,209.77,91.47
261,Nigeria,2011,Sep,2011-09-01,218.02,90.25
262,Nigeria,2011,Oct,2011-10-01,113.07,88.77
263,Nigeria,2011,Nov,2011-11-01,12.27,87.59
264,Nigeria,2011,Dec,2011-12-01,4.45,87.61
265,Nigeria,2012,Jan,2012-01-01,4.16,87.72
266,Nigeria,2012,Feb,2012-02-01,10.93,87.38
267,Nigeria,2012,Mar,2012-03-01,21.01,87.49
268,Nigeria,2012,Apr,2012-04-01,60.45,88.49
269,Nigeria,2012,May,2012-05-01,144.71,91.36
270,Nigeria,2012,Jun,2012-06-01,186.88,96.24
271,Nigeria,2012,Jul,2012-07-01,210.82,99.71
272,Nigeria,2012,Aug,2012-08-01,236.02,101.90
273,Nigeria,2012,Sep,2012-09-01,233.98,103.23
274,Nigeria,2012,Oct,2012-10-01,112.28,103.16
275,Nigeria,2012,Nov,2012-11-01,14.21,103.33
276,Nigeria,2012,Dec,2012-12-01,4.75,103.35
277,Nigeria,2013,Jan,2013-01-01,4.52,103.38
278,Nigeria,2013,Feb,2013-02-01,8.02,103.14
279,Nigeria,2013,Mar,2013-03-01,38.53,104.60
280,Nigeria,2013,Apr,2013-04-01,69.19,105.33
281,Nigeria,2013,May,2013-05-01,97.39,101.38
282,Nigeria,2013,Jun,2013-06-01,162.71,99.37
283,Nigeria,2013,Jul,2013-07-01,163.6,95.43
284,Nigeria,2013,Aug,2013-08-01,217.94,93.93
285,Nigeria,2013,Sep,2013-09-01,196.37,90.79
286,Nigeria,2013,Oct,2013-10-01,89.39,88.89
287,Nigeria,2013,Nov,2013-11-01,12.89,88.78
288,Nigeria,2013,Dec,2013-12-01,8.64,89.10
289,Nigeria,2014,Jan,2014-01-01,4.13,89.07
290,Nigeria,2014,Feb,2014-02-01,7.36,89.01
291,Nigeria,2014,Mar,2014-03-01,25.27,87.91
292,Nigeria,2014,Apr,2014-04-01,80.65,88.86
293,Nigeria,2014,May,2014-05-01,126.15,91.26
294,Nigeria,2014,Jun,2014-06-01,133.27,88.81
295,Nigeria,2014,Jul,2014-07-01,188.71,90.90
296,Nigeria,2014,Aug,2014-08-01,221.94,91.23
297,Nigeria,2014,Sep,2014-09-01,235.38,94.48
298,Nigeria,2014,Oct,2014-10-01,100.22,95.38
299,Nigeria,2014,Nov,2014-11-01,15.16,95.57
300,Nigeria,2014,Dec,2014-12-01,4.13,95.20
301,Nigeria,2015,Jan,2015-01-01,2.42,95.06
302,Nigeria,2015,Feb,2015-02-01,8.51,95.15
303,Nigeria,2015,Mar,2015-03-01,41.36,96.49
304,Nigeria,2015,Apr,2015-04-01,36.76,92.83
305,Nigeria,2015,May,2015-05-01,91.45,89.94
306,Nigeria,2015,Jun,2015-06-01,149.92,91.33
307,Nigeria,2015,Jul,2015-07-01,161.31,89.05
308,Nigeria,2015,Aug,2015-08-01,241.97,90.72
309,Nigeria,2015,Sep,2015-09-01,193.38,87.22
310,Nigeria,2015,Oct,2015-10-01,115.42,88.48
311,Nigeria,2015,Nov,2015-11-01,14.37,88.42
312,Nigeria,2015,Dec,2015-12-01,3.56,88.37
313,Nigeria,2016,Jan,2016-01-01,2.84,88.40
314,Nigeria,2016,Feb,2016-02-01,6.43,88.23
315,Nigeria,2016,Mar,2016-03-01,42.87,88.36
316,Nigeria,2016,Apr,2016-04-01,66.97,90.87
317,Nigeria,2016,May,2016-05-01,136.32,94.61
318,Nigeria,2016,Jun,2016-06-01,204.6,99.17
319,Nigeria,2016,Jul,2016-07-01,184.95,101.14
320,Nigeria,2016,Aug,2016-08-01,240.62,101.03
321,Nigeria,2016,Sep,2016-09-01,236.59,104.63
322,Nigeria,2016,Oct,2016-10-01,107.83,104.00
323,Nigeria,2016,Nov,2016-11-01,11.67,103.77
324,Nigeria,2016,Dec,2016-12-01,3.2,103.74
325,Nigeria,2017,Jan,2017-01-01,2.81,103.74
326,Nigeria,2017,Feb,2017-02-01,5.8,103.69
327,Nigeria,2017,Mar,2017-03-01,24.22,102.13
328,Nigeria,2017,Apr,2017-04-01,58.82,101.45
329,Nigeria,2017,May,2017-05-01,135.31,101.37
330,Nigeria,2017,Jun,2017-06-01,217.4,102.44
331,Nigeria,2017,Jul,2017-07-01,215.28,104.96
332,Nigeria,2017,Aug,2017-08-01,219.81,103.23
333,Nigeria,2017,Sep,2017-09-01,191.26,99.45
334,Nigeria,2017,Oct,2017-10-01,59.13,95.39
335,Nigeria,2017,Nov,2017-11-01,25,96.50
336,Nigeria,2017,Dec,2017-12-01,3.42,96.52
337,Nigeria,2018,Jan,2018-01-01,3.03,96.54
338,Nigeria,2018,Feb,2018-02-01,11.4,97.01
339,Nigeria,2018,Mar,2018-03-01,26.56,97.20
340,Nigeria,2018,Apr,2018-04-01,53.79,96.78
341,Nigeria,2018,May,2018-05-01,127.83,96.16
342,Nigeria,2018,Jun,2018-06-01,184.05,93.38
343,Nigeria,2018,Jul,2018-07-01,213.74,93.25
344,Nigeria,2018,Aug,2018-08-01,223.6,93.57
345,Nigeria,2018,Sep,2018-09-01,240.59,97.68
346,Nigeria,2018,Oct,2018-10-01,128.61,103.47
347,Nigeria,2018,Nov,2018-11-01,16.11,102.73
348,Nigeria,2018,Dec,2018-12-01,3.3,102.72
349,Nigeria,2019,Jan,2019-01-01,4.36,102.83
350,Nigeria,2019,Feb,2019-02-01,9.37,102.66
351,Nigeria,2019,Mar,2019-03-01,30.04,102.95
352,Nigeria,2019,Apr,2019-04-01,53.11,102.89
353,Nigeria,2019,May,2019-05-01,120.04,102.24
354,Nigeria,2019,Jun,2019-06-01,184.81,102.31
355,Nigeria,2019,Jul,2019-07-01,214.83,102.40
356,Nigeria,2019,Aug,2019-08-01,249.9,104.59
357,Nigeria,2019,Sep,2019-09-01,229.31,103.65
358,Nigeria,2019,Oct,2019-10-01,179.64,107.90
359,Nigeria,2019,Nov,2019-11-01,16.3,107.92
360,Nigeria,2019,Dec,2019-12-01,4.73,108.04
361,Nigeria,2020,Jan,2020-01-01,2.79,107.91
362,Nigeria,2020,Feb,2020-02-01,6.21,107.64
363,Nigeria,2020,Mar,2020-03-01,31.17,107.74
364,Nigeria,2020,Apr,2020-04-01,68.71,109.04
365,Nigeria,2020,May,2020-05-01,119.08,108.96
366,Nigeria,2020,Jun,2020-06-01,145.85,105.71
367,Nigeria,2020,Jul,2020-07-01,249.22,108.58
368,Nigeria,2020,Aug,2020-08-01,254.88,108.99
369,Nigeria,2020,Sep,2020-09-01,245.44,110.34
370,Nigeria,2020,Oct,2020-10-01,112.01,104.70
371,Nigeria,2020,Nov,2020-11-01,13.24,104.44
372,Nigeria,2020,Dec,2020-12-01,6.01,104.55
373,Nigeria,2021,Jan,2021-01-01,3.67,104.62
374,Nigeria,2021,Feb,2021-02-01,6.54,104.65
375,Nigeria,2021,Mar,2021-03-01,32.15,104.73
376,Nigeria,2021,Apr,2021-04-01,58.95,103.92
377,Nigeria,2021,May,2021-05-01,107.04,102.92
378,Nigeria,2021,Jun,2021-06-01,140.67,102.49
379,Nigeria,2021,Jul,2021-07-01,194.61,97.93
380,Nigeria,2021,Aug,2021-08-01,231.57,95.99
381,Nigeria,2021,Sep,2021-09-01,218.2,93.72
382,Nigeria,2021,Oct,2021-10-01,99.97,92.72
383,Nigeria,2021,Nov,2021-11-01,17.77,93.10
384,Nigeria,2021,Dec,2021-12-01,3.58,92.89
1,South Africa,1990,Jan,1990-01-01,50.13,
2,South Africa,1990,Feb,1990-02-01,59.4,
3,South Africa,1990,Mar,1990-03-01,64,
4,South Africa,1990,Apr,1990-04-01,58.15,
5,South Africa,1990,May,1990-05-01,10.71,
6,South Africa,1990,Jun,1990-06-01,17.54,
7,South Africa,1990,Jul,1990-07-01,8.73,
8,South Africa,1990,Aug,1990-08-01,11.63,
9,South Africa,1990,Sep,1990-09-01,7,
10,South Africa,1990,Oct,1990-10-01,25.08,
11,South Africa,1990,Nov,1990-11-01,22.69,
12,South Africa,1990,Dec,1990-12-01,59.56,32.89
13,South Africa,1991,Jan,1991-01-01,119.55,38.67
14,South Africa,1991,Feb,1991-02-01,63.48,39.01
15,South Africa,1991,Mar,1991-03-01,81.85,40.50
16,South Africa,1991,Apr,1991-04-01,5.49,36.11
17,South Africa,1991,May,1991-05-01,10.08,36.06
18,South Africa,1991,Jun,1991-06-01,23.29,36.54
19,South Africa,1991,Jul,1991-07-01,11.7,36.78
20,South Africa,1991,Aug,1991-08-01,4.82,36.22
21,South Africa,1991,Sep,1991-09-01,27.9,37.96
22,South Africa,1991,Oct,1991-10-01,72.21,41.89
23,South Africa,1991,Nov,1991-11-01,37.65,43.13
24,South Africa,1991,Dec,1991-12-01,58.5,43.04
25,South Africa,1992,Jan,1992-01-01,29.78,35.56
26,South Africa,1992,Feb,1992-02-01,38.72,33.50
27,South Africa,1992,Mar,1992-03-01,37.48,29.80
28,South Africa,1992,Apr,1992-04-01,15.24,30.61
29,South Africa,1992,May,1992-05-01,4.94,30.19
30,South Africa,1992,Jun,1992-06-01,12.14,29.26
31,South Africa,1992,Jul,1992-07-01,10.07,29.12
32,South Africa,1992,Aug,1992-08-01,22.43,30.59
33,South Africa,1992,Sep,1992-09-01,7.68,28.90
34,South Africa,1992,Oct,1992-10-01,37.37,26.00
35,South Africa,1992,Nov,1992-11-01,54.04,27.37
36,South Africa,1992,Dec,1992-12-01,48.94,26.57
37,South Africa,1993,Jan,1993-01-01,44.17,27.77
38,South Africa,1993,Feb,1993-02-01,63.28,29.82
39,South Africa,1993,Mar,1993-03-01,43.52,30.32
40,South Africa,1993,Apr,1993-04-01,37.23,32.15
41,South Africa,1993,May,1993-05-01,14.87,32.98
42,South Africa,1993,Jun,1993-06-01,11.71,32.94
43,South Africa,1993,Jul,1993-07-01,11.15,33.03
44,South Africa,1993,Aug,1993-08-01,12.88,32.24
45,South Africa,1993,Sep,1993-09-01,21.01,33.35
46,South Africa,1993,Oct,1993-10-01,64.9,35.64
47,South Africa,1993,Nov,1993-11-01,54.58,35.69
48,South Africa,1993,Dec,1993-12-01,79.3,38.22
49,South Africa,1994,Jan,1994-01-01,79.34,41.15
50,South Africa,1994,Feb,1994-02-01,74.82,42.11
51,South Africa,1994,Mar,1994-03-01,58.86,43.39
52,South Africa,1994,Apr,1994-04-01,19.03,41.87
53,South Africa,1994,May,1994-05-01,4.48,41.01
54,South Africa,1994,Jun,1994-06-01,14.72,41.26
55,South Africa,1994,Jul,1994-07-01,14.06,41.50
56,South Africa,1994,Aug,1994-08-01,10.1,41.27
57,South Africa,1994,Sep,1994-09-01,7.1,40.11
58,South Africa,1994,Oct,1994-10-01,29.52,37.16
59,South Africa,1994,Nov,1994-11-01,29.02,35.03
60,South Africa,1994,Dec,1994-12-01,53.96,32.92
61,South Africa,1995,Jan,1995-01-01,65.7,31.78
62,South Africa,1995,Feb,1995-02-01,36.02,28.55
63,South Africa,1995,Mar,1995-03-01,81.29,30.42
64,South Africa,1995,Apr,1995-04-01,28.67,31.22
65,South Africa,1995,May,1995-05-01,27.3,33.12
66,South Africa,1995,Jun,1995-06-01,9.14,32.66
67,South Africa,1995,Jul,1995-07-01,7.26,32.09
68,South Africa,1995,Aug,1995-08-01,13.53,32.38
69,South Africa,1995,Sep,1995-09-01,14.67,33.01
70,South Africa,1995,Oct,1995-10-01,44.55,34.26
71,South Africa,1995,Nov,1995-11-01,74.87,38.08
72,South Africa,1995,Dec,1995-12-01,109.72,42.73
73,South Africa,1996,Jan,1996-01-01,96.55,45.30
74,South Africa,1996,Feb,1996-02-01,102.79,50.86
75,South Africa,1996,Mar,1996-03-01,42.42,47.62
76,South Africa,1996,Apr,1996-04-01,32.63,47.95
77,South Africa,1996,May,1996-05-01,21.55,47.47
78,South Africa,1996,Jun,1996-06-01,6.15,47.22
79,South Africa,1996,Jul,1996-07-01,27.9,48.94
80,South Africa,1996,Aug,1996-08-01,17.2,49.25
81,South Africa,1996,Sep,1996-09-01,14.98,49.28
82,South Africa,1996,Oct,1996-10-01,50.66,49.79
83,South Africa,1996,Nov,1996-11-01,94.16,51.39
84,South Africa,1996,Dec,1996-12-01,73.54,48.38
85,South Africa,1997,Jan,1997-01-01,73.96,46.50
86,South Africa,1997,Feb,1997-02-01,40.2,41.28
87,South Africa,1997,Mar,1997-03-01,104.8,46.48
88,South Africa,1997,Apr,1997-04-01,38.45,46.96
89,South Africa,1997,May,1997-05-01,39.9,48.49
90,South Africa,1997,Jun,1997-06-01,25.91,50.14
91,South Africa,1997,Jul,1997-07-01,12.99,48.90
92,South Africa,1997,Aug,1997-08-01,12.18,48.48
93,South Africa,1997,Sep,1997-09-01,19.7,48.87
94,South Africa,1997,Oct,1997-10-01,34.38,47.51
95,South Africa,1997,Nov,1997-11-01,56.46,44.37
96,South Africa,1997,Dec,1997-12-01,38.69,41.47
97,South Africa,1998,Jan,1998-01-01,83.42,42.26
98,South Africa,1998,Feb,1998-02-01,69.42,44.69
99,South Africa,1998,Mar,1998-03-01,64.24,41.31
100,South Africa,1998,Apr,1998-04-01,16.9,39.52
101,South Africa,1998,May,1998-05-01,16.44,37.56
102,South Africa,1998,Jun,1998-06-01,3.05,35.66
103,South Africa,1998,Jul,1998-07-01,8.78,35.31
104,South Africa,1998,Aug,1998-08-01,12.62,35.34
105,South Africa,1998,Sep,1998-09-01,22.49,35.57
106,South Africa,1998,Oct,1998-10-01,41.4,36.16
107,South Africa,1998,Nov,1998-11-01,82.99,38.37
108,South Africa,1998,Dec,1998-12-01,81.76,41.96
109,South Africa,1999,Jan,1999-01-01,59.72,39.98
110,South Africa,1999,Feb,1999-02-01,44.65,37.92
111,South Africa,1999,Mar,1999-03-01,38.95,35.81
