id,country,year,month,mm
24,Zambia,1991,Dec,205.53
25,Zambia,1992,Jan,145.46
26,Zambia,1992,Feb,113.11
27,Zambia,1992,Mar,143.63
28,Zambia,1992,Apr,32.02
29,Zambia,1992,May,9.51
30,Zambia,1992,Jun,0.05
31,Zambia,1992,Jul,0.08
32,Zambia,1992,Aug,0
33,Zambia,1992,Sep,0.08
34,Zambia,1992,Oct,24.53
35,Zambia,1992,Nov,108.74
36,Zambia,1992,Dec,202.7
37,Zambia,1993,Jan,249.53
38,Zambia,1993,Feb,233.38
39,Zambia,1993,Mar,174.39
40,Zambia,1993,Apr,43.51
41,Zambia,1993,May,0.87
42,Zambia,1993,Jun,0.17
43,Zambia,1993,Jul,0.25
44,Zambia,1993,Aug,0.21
45,Zambia,1993,Sep,5.22
46,Zambia,1993,Oct,7.52
47,Zambia,1993,Nov,140.87
48,Zambia,1993,Dec,134.18
49,Zambia,1994,Jan,240.34
50,Zambia,1994,Feb,210.8
51,Zambia,1994,Mar,67.69
52,Zambia,1994,Apr,23.67
53,Zambia,1994,May,0.46
54,Zambia,1994,Jun,0.13
55,Zambia,1994,Jul,0.05
56,Zambia,1994,Aug,0.09
57,Zambia,1994,Sep,2.84
58,Zambia,1994,Oct,40.6
59,Zambia,1994,Nov,55.27
60,Zambia,1994,Dec,145.24
61,Zambia,1995,Jan,174.94
62,Zambia,1995,Feb,216.87
63,Zambia,1995,Mar,109.98
64,Zambia,1995,Apr,10.78
65,Zambia,1995,May,2.3
66,Zambia,1995,Jun,0.19
67,Zambia,1995,Jul,0.06
68,Zambia,1995,Aug,0.14
69,Zambia,1995,Sep,0.44
70,Zambia,1995,Oct,22.16
71,Zambia,1995,Nov,82.82
72,Zambia,1995,Dec,165.25
73,Zambia,1996,Jan,227.29
74,Zambia,1996,Feb,220.18
75,Zambia,1996,Mar,141.81
76,Zambia,1996,Apr,25.92
77,Zambia,1996,May,17.24
78,Zambia,1996,Jun,0.26
79,Zambia,1996,Jul,0.06
80,Zambia,1996,Aug,0.01
81,Zambia,1996,Sep,2.08
82,Zambia,1996,Oct,6.9
83,Zambia,1996,Nov,95.24
84,Zambia,1996,Dec,201.68
85,Zambia,1997,Jan,248.84
86,Zambia,1997,Feb,216.79
87,Zambia,1997,Mar,139.31
88,Zambia,1997,Apr,75.57
89,Zambia,1997,May,1.37
90,Zambia,1997,Jun,0.04
91,Zambia,1997,Jul,0.79
92,Zambia,1997,Aug,0.04
93,Zambia,1997,Sep,4.96
94,Zambia,1997,Oct,27.96
95,Zambia,1997,Nov,131.31
96,Zambia,1997,Dec,204.91
97,Zambia,1998,Jan,289.89
98,Zambia,1998,Feb,167.22
99,Zambia,1998,Mar,144.24
100,Zambia,1998,Apr,26.02
101,Zambia,1998,May,0.62
102,Zambia,1998,Jun,0.04
103,Zambia,1998,Jul,0.04
104,Zambia,1998,Aug,0.15
105,Zambia,1998,Sep,1.92
106,Zambia,1998,Oct,13.9
107,Zambia,1998,Nov,95.9
108,Zambia,1998,Dec,211.67
109,Zambia,1999,Jan,244.78
110,Zambia,1999,Feb,161.15
111,Zambia,1999,Mar,185.87
112,Zambia,1999,Apr,40.67
113,Zambia,1999,May,2.25
114,Zambia,1999,Jun,0.69
115,Zambia,1999,Jul,0.16
116,Zambia,1999,Aug,0.37
117,Zambia,1999,Sep,1.72
118,Zambia,1999,Oct,12.45
119,Zambia,1999,Nov,94.75
120,Zambia,1999,Dec,130.83
121,Zambia,2000,Jan,201.54
122,Zambia,2000,Feb,209.9
123,Zambia,2000,Mar,211.7
124,Zambia,2000,Apr,31.66
125,Zambia,2000,May,4.61
126,Zambia,2000,Jun,0.51
127,Zambia,2000,Jul,0.14
128,Zambia,2000,Aug,0.14
129,Zambia,2000,Sep,1.39
130,Zambia,2000,Oct,11.63
131,Zambia,2000,Nov,147.54
132,Zambia,2000,Dec,254.21
133,Zambia,2001,Jan,263.42
134,Zambia,2001,Feb,260.49
135,Zambia,2001,Mar,195.48
136,Zambia,2001,Apr,41.2
137,Zambia,2001,May,2.63
138,Zambia,2001,Jun,0.62
139,Zambia,2001,Jul,0.26
140,Zambia,2001,Aug,0.09
141,Zambia,2001,Sep,4.33
142,Zambia,2001,Oct,27.34
143,Zambia,2001,Nov,111.42
144,Zambia,2001,Dec,183.88
145,Zambia,2002,Jan,209.67
146,Zambia,2002,Feb,145.45
147,Zambia,2002,Mar,126.86
148,Zambia,2002,Apr,61.93
149,Zambia,2002,May,0.44
150,Zambia,2002,Jun,0.54
151,Zambia,2002,Jul,0.12
152,Zambia,2002,Aug,0.15
153,Zambia,2002,Sep,3.36
154,Zambia,2002,Oct,22.22
155,Zambia,2002,Nov,106.82
156,Zambia,2002,Dec,234.2
157,Zambia,2003,Jan,252.01
158,Zambia,2003,Feb,195.22
159,Zambia,2003,Mar,192.99
160,Zambia,2003,Apr,62.97
161,Zambia,2003,May,9.72
162,Zambia,2003,Jun,0.37
163,Zambia,2003,Jul,0.14
164,Zambia,2003,Aug,0.2
165,Zambia,2003,Sep,0.89
166,Zambia,2003,Oct,34.01
167,Zambia,2003,Nov,74.88
168,Zambia,2003,Dec,195.95
169,Zambia,2004,Jan,246.88
170,Zambia,2004,Feb,218.39
171,Zambia,2004,Mar,211.29
172,Zambia,2004,Apr,66.62
173,Zambia,2004,May,3.16
174,Zambia,2004,Jun,0.54
175,Zambia,2004,Jul,0.12
176,Zambia,2004,Aug,0.32
177,Zambia,2004,Sep,3.39
178,Zambia,2004,Oct,32.92
179,Zambia,2004,Nov,98.86
180,Zambia,2004,Dec,233.03
181,Zambia,2005,Jan,226.5
182,Zambia,2005,Feb,141.61
183,Zambia,2005,Mar,118.27
184,Zambia,2005,Apr,33.05
185,Zambia,2005,May,1.25
186,Zambia,2005,Jun,0.41
187,Zambia,2005,Jul,0.22
188,Zambia,2005,Aug,0.15
189,Zambia,2005,Sep,0.79
190,Zambia,2005,Oct,6.22
191,Zambia,2005,Nov,100.57
192,Zambia,2005,Dec,233.51
193,Zambia,2006,Jan,210.88
194,Zambia,2006,Feb,192.38
195,Zambia,2006,Mar,157.97
196,Zambia,2006,Apr,53.5
197,Zambia,2006,May,11.64
198,Zambia,2006,Jun,0.59
199,Zambia,2006,Jul,0.14
200,Zambia,2006,Aug,0.29
201,Zambia,2006,Sep,2.79
202,Zambia,2006,Oct,26.82
203,Zambia,2006,Nov,143.37
204,Zambia,2006,Dec,237.53
205,Zambia,2007,Jan,252.59
206,Zambia,2007,Feb,162.62
207,Zambia,2007,Mar,136.71
208,Zambia,2007,Apr,40.8
209,Zambia,2007,May,3.7
210,Zambia,2007,Jun,0.9
211,Zambia,2007,Jul,0.14
212,Zambia,2007,Aug,0.57
213,Zambia,2007,Sep,6.09
214,Zambia,2007,Oct,22.78
215,Zambia,2007,Nov,104.67
216,Zambia,2007,Dec,244.66
217,Zambia,2008,Jan,297.09
218,Zambia,2008,Feb,183.91
219,Zambia,2008,Mar,164.21
220,Zambia,2008,Apr,36.91
221,Zambia,2008,May,4.77
222,Zambia,2008,Jun,0.47
223,Zambia,2008,Jul,0.12
224,Zambia,2008,Aug,0.48
225,Zambia,2008,Sep,1.95
226,Zambia,2008,Oct,21.64
227,Zambia,2008,Nov,115.5
228,Zambia,2008,Dec,199.47
229,Zambia,2009,Jan,219.56
230,Zambia,2009,Feb,196.43
231,Zambia,2009,Mar,202.1
232,Zambia,2009,Apr,36.2
233,Zambia,2009,May,8.31
234,Zambia,2009,Jun,0.47
235,Zambia,2009,Jul,0.18
236,Zambia,2009,Aug,0.31
237,Zambia,2009,Sep,1.89
238,Zambia,2009,Oct,30.8
239,Zambia,2009,Nov,142.78
240,Zambia,2009,Dec,210.05
241,Zambia,2010,Jan,229.33
242,Zambia,2010,Feb,229.53
243,Zambia,2010,Mar,188.8
244,Zambia,2010,Apr,41.42
245,Zambia,2010,May,4.41
246,Zambia,2010,Jun,0.86
247,Zambia,2010,Jul,0.18
248,Zambia,2010,Aug,0.37
249,Zambia,2010,Sep,1.82
250,Zambia,2010,Oct,14.95
251,Zambia,2010,Nov,121.56
252,Zambia,2010,Dec,222.3
253,Zambia,2011,Jan,211.87
254,Zambia,2011,Feb,178.23
255,Zambia,2011,Mar,157.54
256,Zambia,2011,Apr,39.94
257,Zambia,2011,May,4.71
258,Zambia,2011,Jun,0.47
259,Zambia,2011,Jul,0.21
260,Zambia,2011,Aug,0.25
261,Zambia,2011,Sep,2.91
262,Zambia,2011,Oct,25.93
263,Zambia,2011,Nov,122.52
264,Zambia,2011,Dec,227.34
265,Zambia,2012,Jan,246.94
266,Zambia,2012,Feb,230.99
267,Zambia,2012,Mar,216.74
268,Zambia,2012,Apr,39.61
269,Zambia,2012,May,5.21
270,Zambia,2012,Jun,0.52
271,Zambia,2012,Jul,0.15
272,Zambia,2012,Aug,0.37
273,Zambia,2012,Sep,2.92
274,Zambia,2012,Oct,28.26
275,Zambia,2012,Nov,108.09
276,Zambia,2012,Dec,223.09
277,Zambia,2013,Jan,242.23
278,Zambia,2013,Feb,193.69
279,Zambia,2013,Mar,151.22
280,Zambia,2013,Apr,36.67
281,Zambia,2013,May,7.06
282,Zambia,2013,Jun,0.59
283,Zambia,2013,Jul,0.16
284,Zambia,2013,Aug,0.36
285,Zambia,2013,Sep,2.15
286,Zambia,2013,Oct,26.19
287,Zambia,2013,Nov,126.29
288,Zambia,2013,Dec,223.18
289,Zambia,2014,Jan,232.65
290,Zambia,2014,Feb,203.91
291,Zambia,2014,Mar,151.7
292,Zambia,2014,Apr,50.75
293,Zambia,2014,May,5.87
294,Zambia,2014,Jun,0.97
295,Zambia,2014,Jul,0.21
296,Zambia,2014,Aug,0.43
297,Zambia,2014,Sep,3.29
298,Zambia,2014,Oct,28.28
299,Zambia,2014,Nov,112.68
300,Zambia,2014,Dec,225.96
301,Zambia,2015,Jan,229.14
302,Zambia,2015,Feb,200.33
303,Zambia,2015,Mar,156.11
304,Zambia,2015,Apr,48.14
305,Zambia,2015,May,5.56
306,Zambia,2015,Jun,0.85
307,Zambia,2015,Jul,0.19
308,Zambia,2015,Aug,0.38
309,Zambia,2015,Sep,2.27
310,Zambia,2015,Oct,14.24
311,Zambia,2015,Nov,101.1
312,Zambia,2015,Dec,161.86
313,Zambia,2016,Jan,211.95
314,Zambia,2016,Feb,172.17
315,Zambia,2016,Mar,148.02
316,Zambia,2016,Apr,34.3
317,Zambia,2016,May,3.33
318,Zambia,2016,Jun,0.65
319,Zambia,2016,Jul,0.18
320,Zambia,2016,Aug,0.17
321,Zambia,2016,Sep,2.83
322,Zambia,2016,Oct,19.17
323,Zambia,2016,Nov,98.67
324,Zambia,2016,Dec,205.01
325,Zambia,2017,Jan,259.02
326,Zambia,2017,Feb,247.6
327,Zambia,2017,Mar,169.61
328,Zambia,2017,Apr,52.28
329,Zambia,2017,May,15.83
330,Zambia,2017,Jun,0.48
331,Zambia,2017,Jul,0.16
332,Zambia,2017,Aug,0.32
333,Zambia,2017,Sep,2.08
334,Zambia,2017,Oct,27.96
335,Zambia,2017,Nov,113.15
336,Zambia,2017,Dec,229.21
337,Zambia,2018,Jan,229.53
338,Zambia,2018,Feb,207.13
339,Zambia,2018,Mar,158.99
340,Zambia,2018,Apr,49.82
341,Zambia,2018,May,16.92
342,Zambia,2018,Jun,0.77
343,Zambia,2018,Jul,0.22
344,Zambia,2018,Aug,0.36
345,Zambia,2018,Sep,3.11
346,Zambia,2018,Oct,25.01
347,Zambia,2018,Nov,112.22
348,Zambia,2018,Dec,228.17
349,Zambia,2019,Jan,233.53
350,Zambia,2019,Feb,208.89
351,Zambia,2019,Mar,163.52
352,Zambia,2019,Apr,49.7
353,Zambia,2019,May,5.72
354,Zambia,2019,Jun,0.7
355,Zambia,2019,Jul,0.2
356,Zambia,2019,Aug,0.43
357,Zambia,2019,Sep,2.78
358,Zambia,2019,Oct,24.52
359,Zambia,2019,Nov,106.53
360,Zambia,2019,Dec,214.19
361,Zambia,2020,Jan,231.93
362,Zambia,2020,Feb,220.93
363,Zambia,2020,Mar,161.69
364,Zambia,2020,Apr,48.07
365,Zambia,2020,May,5.21
366,Zambia,2020,Jun,0.97
367,Zambia,2020,Jul,0.24
368,Zambia,2020,Aug,0.37
369,Zambia,2020,Sep,3.11
370,Zambia,2020,Oct,27.77
371,Zambia,2020,Nov,109.88
372,Zambia,2020,Dec,224.41
373,Zambia,2021,Jan,228.66
374,Zambia,2021,Feb,202.53
375,Zambia,2021,Mar,160.66
376,Zambia,2021,Apr,48.01
377,Zambia,2021,May,5.19
378,Zambia,2021,Jun,0.82
379,Zambia,2021,Jul,0.2
380,Zambia,2021,Aug,0.32
381,Zambia,2021,Sep,2.79
382,Zambia,2021,Oct,26.69
383,Zambia,2021,Nov,116.14
384,Zambia,2021,Dec,211.62
1,Zimbabwe,1990,Jan,244.73
2,Zimbabwe,1990,Feb,136.32
3,Zimbabwe,1990,Mar,40.6
4,Zimbabwe,1990,Apr,45.26
5,Zimbabwe,1990,May,2.72
6,Zimbabwe,1990,Jun,1.63
7,Zimbabwe,1990,Jul,0.12
8,Zimbabwe,1990,Aug,1.61
9,Zimbabwe,1990,Sep,2.01
10,Zimbabwe,1990,Oct,11.65
11,Zimbabwe,1990,Nov,58.44
12,Zimbabwe,1990,Dec,121.56
13,Zimbabwe,1991,Jan,125.93
14,Zimbabwe,1991,Feb,119.78
15,Zimbabwe,1991,Mar,111.14
16,Zimbabwe,1991,Apr,10.1
17,Zimbabwe,1991,May,3.13
18,Zimbabwe,1991,Jun,0.27
19,Zimbabwe,1991,Jul,0.27
20,Zimbabwe,1991,Aug,0.79
21,Zimbabwe,1991,Sep,6.17
22,Zimbabwe,1991,Oct,14.36
23,Zimbabwe,1991,Nov,61.68
24,Zimbabwe,1991,Dec,92.64
25,Zimbabwe,1992,Jan,89.77
26,Zimbabwe,1992,Feb,22.1
27,Zimbabwe,1992,Mar,75.39
28,Zimbabwe,1992,Apr,17.62
29,Zimbabwe,1992,May,1.02
30,Zimbabwe,1992,Jun,1.08
31,Zimbabwe,1992,Jul,0.19
32,Zimbabwe,1992,Aug,0.48
33,Zimbabwe,1992,Sep,0.74
34,Zimbabwe,1992,Oct,12.45
35,Zimbabwe,1992,Nov,75.07
36,Zimbabwe,1992,Dec,184.37
37,Zimbabwe,1993,Jan,137.73
38,Zimbabwe,1993,Feb,177.49
39,Zimbabwe,1993,Mar,65.62
40,Zimbabwe,1993,Apr,29.09
41,Zimbabwe,1993,May,1.51
42,Zimbabwe,1993,Jun,2.29
43,Zimbabwe,1993,Jul,4.49
44,Zimbabwe,1993,Aug,2.06
45,Zimbabwe,1993,Sep,7.01
46,Zimbabwe,1993,Oct,10.36
47,Zimbabwe,1993,Nov,145.52
48,Zimbabwe,1993,Dec,118.85
49,Zimbabwe,1994,Jan,166.27
50,Zimbabwe,1994,Feb,84.35
51,Zimbabwe,1994,Mar,15.89
52,Zimbabwe,1994,Apr,10.09
53,Zimbabwe,1994,May,2.27
54,Zimbabwe,1994,Jun,0.8
55,Zimbabwe,1994,Jul,0.38
56,Zimbabwe,1994,Aug,1.28
57,Zimbabwe,1994,Sep,3.08
58,Zimbabwe,1994,Oct,44.69
59,Zimbabwe,1994,Nov,23.41
60,Zimbabwe,1994,Dec,136.78
61,Zimbabwe,1995,Jan,98.96
62,Zimbabwe,1995,Feb,81.14
63,Zimbabwe,1995,Mar,47.05
64,Zimbabwe,1995,Apr,14.46
65,Zimbabwe,1995,May,9.17
66,Zimbabwe,1995,Jun,0.8
67,Zimbabwe,1995,Jul,1.98
68,Zimbabwe,1995,Aug,2.82
69,Zimbabwe,1995,Sep,1.46
70,Zimbabwe,1995,Oct,19.82
71,Zimbabwe,1995,Nov,62.37
72,Zimbabwe,1995,Dec,136.64
73,Zimbabwe,1996,Jan,293.07
74,Zimbabwe,1996,Feb,144.86
75,Zimbabwe,1996,Mar,46.15
76,Zimbabwe,1996,Apr,12.23
77,Zimbabwe,1996,May,8.09
78,Zimbabwe,1996,Jun,2
79,Zimbabwe,1996,Jul,3.13
80,Zimbabwe,1996,Aug,1.38
81,Zimbabwe,1996,Sep,1.59
82,Zimbabwe,1996,Oct,5.59
83,Zimbabwe,1996,Nov,104.42
84,Zimbabwe,1996,Dec,115.41
85,Zimbabwe,1997,Jan,301.67
86,Zimbabwe,1997,Feb,144.19
87,Zimbabwe,1997,Mar,129.83
88,Zimbabwe,1997,Apr,62.98
89,Zimbabwe,1997,May,1.99
90,Zimbabwe,1997,Jun,0.72
91,Zimbabwe,1997,Jul,3.38
92,Zimbabwe,1997,Aug,0.69
93,Zimbabwe,1997,Sep,16.12
94,Zimbabwe,1997,Oct,21.35
95,Zimbabwe,1997,Nov,78.3
96,Zimbabwe,1997,Dec,77.01
97,Zimbabwe,1998,Jan,251.82
98,Zimbabwe,1998,Feb,64.68
99,Zimbabwe,1998,Mar,70.8
100,Zimbabwe,1998,Apr,8.57
101,Zimbabwe,1998,May,0.33
102,Zimbabwe,1998,Jun,0.86
103,Zimbabwe,1998,Jul,1.67
104,Zimbabwe,1998,Aug,1.02
105,Zimbabwe,1998,Sep,2.17
106,Zimbabwe,1998,Oct,9.43
107,Zimbabwe,1998,Nov,109.48
108,Zimbabwe,1998,Dec,178.66
109,Zimbabwe,1999,Jan,212.33
110,Zimbabwe,1999,Feb,177.79
111,Zimbabwe,1999,Mar,83.77
112,Zimbabwe,1999,Apr,11.91
113,Zimbabwe,1999,May,2.19
114,Zimbabwe,1999,Jun,2.25
115,Zimbabwe,1999,Jul,4.25
116,Zimbabwe,1999,Aug,5.45
117,Zimbabwe,1999,Sep,4.02
118,Zimbabwe,1999,Oct,19
119,Zimbabwe,1999,Nov,111.22
120,Zimbabwe,1999,Dec,84.36
121,Zimbabwe,2000,Jan,215.05
122,Zimbabwe,2000,Feb,222.51
123,Zimbabwe,2000,Mar,133.91
124,Zimbabwe,2000,Apr,41.32
125,Zimbabwe,2000,May,14.47
126,Zimbabwe,2000,Jun,16.09
127,Zimbabwe,2000,Jul,4.28
128,Zimbabwe,2000,Aug,0.83
129,Zimbabwe,2000,Sep,2.35
130,Zimbabwe,2000,Oct,17.88
131,Zimbabwe,2000,Nov,115.66
132,Zimbabwe,2000,Dec,127.9
133,Zimbabwe,2001,Jan,90.38
134,Zimbabwe,2001,Feb,294.9
135,Zimbabwe,2001,Mar,156.48
136,Zimbabwe,2001,Apr,18.89
137,Zimbabwe,2001,May,5.2
138,Zimbabwe,2001,Jun,3.91
139,Zimbabwe,2001,Jul,7.33
140,Zimbabwe,2001,Aug,1.12
141,Zimbabwe,2001,Sep,10.15
142,Zimbabwe,2001,Oct,14.28
143,Zimbabwe,2001,Nov,120.76
144,Zimbabwe,2001,Dec,171.51
145,Zimbabwe,2002,Jan,74.56
146,Zimbabwe,2002,Feb,37.17
147,Zimbabwe,2002,Mar,35.72
148,Zimbabwe,2002,Apr,71.1
149,Zimbabwe,2002,May,0.79
150,Zimbabwe,2002,Jun,14.56
151,Zimbabwe,2002,Jul,2.17
152,Zimbabwe,2002,Aug,0.74
153,Zimbabwe,2002,Sep,9.45
154,Zimbabwe,2002,Oct,40.56
155,Zimbabwe,2002,Nov,52.18
156,Zimbabwe,2002,Dec,108.14
157,Zimbabwe,2003,Jan,101.61
158,Zimbabwe,2003,Feb,121.79
159,Zimbabwe,2003,Mar,154.48
160,Zimbabwe,2003,Apr,8.21
161,Zimbabwe,2003,May,7.21
162,Zimbabwe,2003,Jun,21.14
163,Zimbabwe,2003,Jul,1.24
164,Zimbabwe,2003,Aug,0.2
165,Zimbabwe,2003,Sep,4.99
166,Zimbabwe,2003,Oct,47.44
167,Zimbabwe,2003,Nov,58.18
168,Zimbabwe,2003,Dec,89.98
169,Zimbabwe,2004,Jan,191.33
170,Zimbabwe,2004,Feb,135.61
171,Zimbabwe,2004,Mar,167.69
172,Zimbabwe,2004,Apr,32.05
173,Zimbabwe,2004,May,0.84
174,Zimbabwe,2004,Jun,1.29
175,Zimbabwe,2004,Jul,3.27
176,Zimbabwe,2004,Aug,0.36
177,Zimbabwe,2004,Sep,3.8
178,Zimbabwe,2004,Oct,39
179,Zimbabwe,2004,Nov,45.69
180,Zimbabwe,2004,Dec,159.55
181,Zimbabwe,2005,Jan,138.59
182,Zimbabwe,2005,Feb,81.54
183,Zimbabwe,2005,Mar,56.23
184,Zimbabwe,2005,Apr,9.11
185,Zimbabwe,2005,May,1.73
186,Zimbabwe,2005,Jun,2.69
187,Zimbabwe,2005,Jul,3.3
188,Zimbabwe,2005,Aug,0.05
189,Zimbabwe,2005,Sep,1.88
190,Zimbabwe,2005,Oct,1.82
191,Zimbabwe,2005,Nov,80.16
192,Zimbabwe,2005,Dec,231.93
193,Zimbabwe,2006,Jan,169.24
194,Zimbabwe,2006,Feb,160.17
195,Zimbabwe,2006,Mar,122.16
196,Zimbabwe,2006,Apr,27.9
197,Zimbabwe,2006,May,4.45
198,Zimbabwe,2006,Jun,6.04
199,Zimbabwe,2006,Jul,0.53
200,Zimbabwe,2006,Aug,0.94
201,Zimbabwe,2006,Sep,3.45
202,Zimbabwe,2006,Oct,22.72
203,Zimbabwe,2006,Nov,103.45
204,Zimbabwe,2006,Dec,134.86
205,Zimbabwe,2007,Jan,148
206,Zimbabwe,2007,Feb,93.11
207,Zimbabwe,2007,Mar,65.65
208,Zimbabwe,2007,Apr,37.24
209,Zimbabwe,2007,May,1.67
210,Zimbabwe,2007,Jun,4.91
211,Zimbabwe,2007,Jul,0.16
212,Zimbabwe,2007,Aug,1.8
213,Zimbabwe,2007,Sep,12.87
214,Zimbabwe,2007,Oct,17.39
215,Zimbabwe,2007,Nov,126.04
216,Zimbabwe,2007,Dec,199.07
217,Zimbabwe,2008,Jan,244.63
218,Zimbabwe,2008,Feb,39.54
219,Zimbabwe,2008,Mar,61.15
220,Zimbabwe,2008,Apr,13.06
221,Zimbabwe,2008,May,3.47
222,Zimbabwe,2008,Jun,0.21
223,Zimbabwe,2008,Jul,0.73
224,Zimbabwe,2008,Aug,2.89
225,Zimbabwe,2008,Sep,2.52
226,Zimbabwe,2008,Oct,4.18
227,Zimbabwe,2008,Nov,94.54
228,Zimbabwe,2008,Dec,131.22
229,Zimbabwe,2009,Jan,167.46
230,Zimbabwe,2009,Feb,109.13
231,Zimbabwe,2009,Mar,96.62
232,Zimbabwe,2009,Apr,9.07
233,Zimbabwe,2009,May,23.02
234,Zimbabwe,2009,Jun,2.92
235,Zimbabwe,2009,Jul,3.17
236,Zimbabwe,2009,Aug,1.14
237,Zimbabwe,2009,Sep,3.32
238,Zimbabwe,2009,Oct,15.6
239,Zimbabwe,2009,Nov,113.55
240,Zimbabwe,2009,Dec,134.14
241,Zimbabwe,2010,Jan,137.46
242,Zimbabwe,2010,Feb,140.9
243,Zimbabwe,2010,Mar,88.62
244,Zimbabwe,2010,Apr,55.26
245,Zimbabwe,2010,May,12.24
246,Zimbabwe,2010,Jun,0.83
247,Zimbabwe,2010,Jul,2.1
248,Zimbabwe,2010,Aug,0.72
249,Zimbabwe,2010,Sep,1.1
250,Zimbabwe,2010,Oct,10.91
251,Zimbabwe,2010,Nov,101.4
252,Zimbabwe,2010,Dec,167.19
253,Zimbabwe,2011,Jan,235.76
254,Zimbabwe,2011,Feb,100.57
255,Zimbabwe,2011,Mar,43.19
256,Zimbabwe,2011,Apr,45.54
257,Zimbabwe,2011,May,5.34
258,Zimbabwe,2011,Jun,3.85
259,Zimbabwe,2011,Jul,0.52
260,Zimbabwe,2011,Aug,1.45
261,Zimbabwe,2011,Sep,2
262,Zimbabwe,2011,Oct,37.41
263,Zimbabwe,2011,Nov,94.27
264,Zimbabwe,2011,Dec,213.27
265,Zimbabwe,2012,Jan,112.53
266,Zimbabwe,2012,Feb,139.78
267,Zimbabwe,2012,Mar,91.97
268,Zimbabwe,2012,Apr,34.87
269,Zimbabwe,2012,May,4.2
270,Zimbabwe,2012,Jun,2.36
271,Zimbabwe,2012,Jul,0.18
272,Zimbabwe,2012,Aug,0.97
273,Zimbabwe,2012,Sep,7.76
274,Zimbabwe,2012,Oct,25.01
275,Zimbabwe,2012,Nov,42.96
276,Zimbabwe,2012,Dec,122.93
277,Zimbabwe,2013,Jan,279.58
278,Zimbabwe,2013,Feb,86.4
279,Zimbabwe,2013,Mar,43.22
280,Zimbabwe,2013,Apr,22.27
281,Zimbabwe,2013,May,3.51
282,Zimbabwe,2013,Jun,2.96
283,Zimbabwe,2013,Jul,0.8
284,Zimbabwe,2013,Aug,1.17
285,Zimbabwe,2013,Sep,4.84
286,Zimbabwe,2013,Oct,22.45
287,Zimbabwe,2013,Nov,52.32
288,Zimbabwe,2013,Dec,140.78
289,Zimbabwe,2014,Jan,215.92
290,Zimbabwe,2014,Feb,80.51
291,Zimbabwe,2014,Mar,41.63
292,Zimbabwe,2014,Apr,21.43
293,Zimbabwe,2014,May,3.34
294,Zimbabwe,2014,Jun,1.56
295,Zimbabwe,2014,Jul,1.09
296,Zimbabwe,2014,Aug,0.91
297,Zimbabwe,2014,Sep,2.97
298,Zimbabwe,2014,Oct,12.12
299,Zimbabwe,2014,Nov,18.79
300,Zimbabwe,2014,Dec,223.91
301,Zimbabwe,2015,Jan,77.26
302,Zimbabwe,2015,Feb,79.29
303,Zimbabwe,2015,Mar,81.6
304,Zimbabwe,2015,Apr,44.68
305,Zimbabwe,2015,May,1.58
306,Zimbabwe,2015,Jun,0.78
307,Zimbabwe,2015,Jul,0.62
308,Zimbabwe,2015,Aug,0.13
309,Zimbabwe,2015,Sep,8.7
310,Zimbabwe,2015,Oct,18.17
311,Zimbabwe,2015,Nov,52.47
312,Zimbabwe,2015,Dec,88.21
313,Zimbabwe,2016,Jan,58.45
314,Zimbabwe,2016,Feb,77.63
315,Zimbabwe,2016,Mar,111.82
316,Zimbabwe,2016,Apr,23.14
317,Zimbabwe,2016,May,4.55
318,Zimbabwe,2016,Jun,3.15
319,Zimbabwe,2016,Jul,2.83
320,Zimbabwe,2016,Aug,2.72
321,Zimbabwe,2016,Sep,2.52
322,Zimbabwe,2016,Oct,10.22
323,Zimbabwe,2016,Nov,76.01
324,Zimbabwe,2016,Dec,157.37
325,Zimbabwe,2017,Jan,300.13
326,Zimbabwe,2017,Feb,220.77
327,Zimbabwe,2017,Mar,65.59
328,Zimbabwe,2017,Apr,30.66
329,Zimbabwe,2017,May,8.02
330,Zimbabwe,2017,Jun,1.1
331,Zimbabwe,2017,Jul,0.36
332,Zimbabwe,2017,Aug,0.6
333,Zimbabwe,2017,Sep,1.22
334,Zimbabwe,2017,Oct,28.97
335,Zimbabwe,2017,Nov,83.1
336,Zimbabwe,2017,Dec,162.95
337,Zimbabwe,2018,Jan,117.29
338,Zimbabwe,2018,Feb,144.33
339,Zimbabwe,2018,Mar,76.89
340,Zimbabwe,2018,Apr,34
341,Zimbabwe,2018,May,6.98
342,Zimbabwe,2018,Jun,2.18
343,Zimbabwe,2018,Jul,5.21
344,Zimbabwe,2018,Aug,1.5
345,Zimbabwe,2018,Sep,5.29
346,Zimbabwe,2018,Oct,16.15
347,Zimbabwe,2018,Nov,74.43
348,Zimbabwe,2018,Dec,150.78
349,Zimbabwe,2019,Jan,201.17
350,Zimbabwe,2019,Feb,140.87
351,Zimbabwe,2019,Mar,106.57
352,Zimbabwe,2019,Apr,33.76
353,Zimbabwe,2019,May,4.82
354,Zimbabwe,2019,Jun,2.88
355,Zimbabwe,2019,Jul,0.86
356,Zimbabwe,2019,Aug,1.93
357,Zimbabwe,2019,Sep,7.78
358,Zimbabwe,2019,Oct,16.73
359,Zimbabwe,2019,Nov,81.07
360,Zimbabwe,2019,Dec,132.86
361,Zimbabwe,2020,Jan,172.46
362,Zimbabwe,2020,Feb,147.68
363,Zimbabwe,2020,Mar,56.42
